"DateTime","Taxa de Câmbio Nominal"
"2012-04-02",1.8314
"2012-04-03",1.8256
"2012-04-04",1.8316
"2012-04-05",1.8301
"2012-04-09",1.826
"2012-04-10",1.8317
"2012-04-11",1.8303
"2012-04-12",1.827
"2012-04-13",1.8364
"2012-04-16",1.8373
"2012-04-17",1.8454
"2012-04-18",1.8694
"2012-04-19",1.8867
"2012-04-20",1.8786
"2012-04-23",1.8864
"2012-04-24",1.878
"2012-04-25",1.8807
"2012-04-26",1.8871
"2012-04-27",1.8852
"2012-04-30",1.8918
"2012-05-02",1.9149
"2012-05-03",1.9277
"2012-05-04",1.921
"2012-05-07",1.9268
"2012-05-08",1.9366
"2012-05-09",1.9577
"2012-05-10",1.9581
"2012-05-11",1.9513
"2012-05-14",1.9866
"2012-05-15",1.9947
"2012-05-16",1.9974
"2012-05-17",1.9973
"2012-05-18",2.0095
"2012-05-21",2.0374
"2012-05-22",2.0493
"2012-05-23",2.0816
"2012-05-24",2.0384
"2012-05-25",2.0032
"2012-05-28",1.9778
"2012-05-29",1.9944
"2012-05-30",2.0078
"2012-05-31",2.0223
"2012-06-01",2.035
"2012-06-04",2.041
"2012-06-05",2.0266
"2012-06-06",2.0183
"2012-06-08",2.0353
"2012-06-11",2.0348
"2012-06-12",2.0564
"2012-06-13",2.0604
"2012-06-14",2.0691
"2012-06-15",2.0443
"2012-06-18",2.0634
"2012-06-19",2.044
"2012-06-20",2.0293
"2012-06-21",2.0363
"2012-06-22",2.0555
"2012-06-25",2.0718
"2012-06-26",2.0743
"2012-06-27",2.0764
"2012-06-28",2.0904
"2012-06-29",2.0213
"2012-07-02",1.9893
"2012-07-03",1.9888
"2012-07-04",2.0201
"2012-07-05",2.0292
"2012-07-06",2.0359
"2012-07-09",2.0312
"2012-07-10",2.0332
"2012-07-11",2.031
"2012-07-12",2.0471
"2012-07-13",2.0338
"2012-07-16",2.038
"2012-07-17",2.0349
"2012-07-18",2.0258
"2012-07-19",2.0239
"2012-07-20",2.0227
"2012-07-23",2.0412
"2012-07-24",2.0418
"2012-07-25",2.0403
"2012-07-26",2.0255
"2012-07-27",2.0173
"2012-07-30",2.0313
"2012-07-31",2.0499
"2012-08-01",2.0432
"2012-08-02",2.0475
"2012-08-03",2.0313
"2012-08-06",2.0279
"2012-08-07",2.0281
"2012-08-08",2.0273
"2012-08-09",2.0182
"2012-08-10",2.0175
"2012-08-13",2.0266
"2012-08-14",2.0258
"2012-08-15",2.0234
"2012-08-16",2.0214
"2012-08-17",2.0182
"2012-08-20",2.0209
"2012-08-21",2.0173
"2012-08-22",2.021
"2012-08-23",2.0241
"2012-08-24",2.0255
"2012-08-27",2.0293
"2012-08-28",2.0433
"2012-08-29",2.0509
"2012-08-30",2.0513
"2012-08-31",2.0372
"2012-09-03",2.0335
"2012-09-04",2.0392
"2012-09-05",2.0385
"2012-09-06",2.0381
"2012-09-10",2.0241
"2012-09-11",2.0197
"2012-09-12",2.0204
"2012-09-13",2.0254
"2012-09-14",2.0139
"2012-09-17",2.0312
"2012-09-18",2.0274
"2012-09-19",2.0236
"2012-09-20",2.0263
"2012-09-21",2.024
"2012-09-24",2.0273
"2012-09-25",2.0251
"2012-09-26",2.0341
"2012-09-27",2.0311
"2012-09-28",2.0306
"2012-10-01",2.026
"2012-10-02",2.0266
"2012-10-03",2.0266
"2012-10-04",2.0224
"2012-10-05",2.0246
"2012-10-08",2.0313
"2012-10-09",2.0337
"2012-10-10",2.0378
"2012-10-11",2.0369
"2012-10-15",2.0382
"2012-10-16",2.0351
"2012-10-17",2.0336
"2012-10-18",2.0295
"2012-10-19",2.0272
"2012-10-22",2.0266
"2012-10-23",2.0286
"2012-10-24",2.0263
"2012-10-25",2.0261
"2012-10-26",2.0263
"2012-10-29",2.0296
"2012-10-30",2.0323
"2012-10-31",2.0313
"2012-11-01",2.0312
"2012-11-05",2.035
"2012-11-06",2.0341
"2012-11-07",2.033
"2012-11-08",2.0357
"2012-11-09",2.0512
"2012-11-12",2.0476
"2012-11-13",2.0614
"2012-11-14",2.0629
"2012-11-16",2.0712
"2012-11-19",2.0745
"2012-11-20",2.0835
"2012-11-21",2.0924
"2012-11-22",2.0912
"2012-11-23",2.0985
"2012-11-26",2.0787
"2012-11-27",2.0752
"2012-11-28",2.0912
"2012-11-29",2.0991
"2012-11-30",2.1074
"2012-12-03",2.1121
"2012-12-04",2.1077
"2012-12-05",2.1046
"2012-12-06",2.0836
"2012-12-07",2.0804
"2012-12-10",2.081
"2012-12-11",2.0743
"2012-12-12",2.0801
"2012-12-13",2.0751
"2012-12-14",2.084
"2012-12-17",2.0902
"2012-12-18",2.0966
"2012-12-19",2.0791
"2012-12-20",2.0625
"2012-12-21",2.0758
"2012-12-24",2.0774
"2012-12-26",2.0569
"2012-12-27",2.0483
"2012-12-28",2.0435
"2012-12-31",2.0435
"2013-01-02",2.0415
"2013-01-03",2.0464
"2013-01-04",2.0425
"2013-01-07",2.0312
"2013-01-08",2.0286
"2013-01-09",2.0417
"2013-01-10",2.0358
"2013-01-11",2.0341
"2013-01-14",2.0334
"2013-01-15",2.0374
"2013-01-16",2.0409
"2013-01-17",2.0411
"2013-01-18",2.0441
"2013-01-21",2.042
"2013-01-22",2.0471
"2013-01-23",2.0394
"2013-01-24",2.0344
"2013-01-25",2.0285
"2013-01-28",2.0241
"2013-01-29",1.9912
"2013-01-30",1.99
"2013-01-31",1.9883
"2013-02-01",1.9843
"2013-02-04",1.9893
"2013-02-05",1.9881
"2013-02-06",1.9884
"2013-02-07",1.9789
"2013-02-08",1.9636
"2013-02-13",1.967
"2013-02-14",1.9666
"2013-02-15",1.96
"2013-02-18",1.9676
"2013-02-19",1.9597
"2013-02-20",1.957
"2013-02-21",1.972
"2013-02-22",1.9705
"2013-02-25",1.9676
"2013-02-26",1.9818
"2013-02-27",1.9807
"2013-02-28",1.9754
"2013-03-01",1.9848
"2013-03-04",1.9827
"2013-03-05",1.9693
"2013-03-06",1.9673
"2013-03-07",1.9642
"2013-03-08",1.9528
"2013-03-11",1.9552
"2013-03-12",1.9585
"2013-03-13",1.9619
"2013-03-14",1.9676
"2013-03-15",1.9749
"2013-03-18",1.9871
"2013-03-19",1.983
"2013-03-20",1.9868
"2013-03-21",1.9931
"2013-03-22",2.0126
"2013-03-25",2.014
"2013-03-26",2.0087
"2013-03-27",2.0185
"2013-03-28",2.0138
"2013-04-01",2.0186
"2013-04-02",2.0179
"2013-04-03",2.0239
"2013-04-04",2.0201
"2013-04-05",2.0035
"2013-04-08",1.9902
"2013-04-09",1.9861
"2013-04-10",1.981
"2013-04-11",1.9736
"2013-04-12",1.9761
"2013-04-15",1.979
"2013-04-16",1.9903
"2013-04-17",1.9939
"2013-04-18",2.0152
"2013-04-19",2.0089
"2013-04-22",2.0154
"2013-04-23",2.017
"2013-04-24",2.0244
"2013-04-25",2.0119
"2013-04-26",2.0001
"2013-04-29",1.9999
"2013-04-30",2.0017
"2013-05-02",2.0095
"2013-05-03",2.0093
"2013-05-06",2.0143
"2013-05-07",2.011
"2013-05-08",2.003
"2013-05-09",2.0051
"2013-05-10",2.0231
"2013-05-13",2.015
"2013-05-14",2.0063
"2013-05-15",2.0233
"2013-05-16",2.0254
"2013-05-17",2.0354
"2013-05-20",2.0333
"2013-05-21",2.0402
"2013-05-22",2.0387
"2013-05-23",2.0537
"2013-05-24",2.0495
"2013-05-27",2.0527
"2013-05-28",2.0616
"2013-05-29",2.0894
"2013-05-31",2.1319
"2013-06-03",2.1355
"2013-06-04",2.1282
"2013-06-05",2.1235
"2013-06-06",2.125
"2013-06-07",2.1372
"2013-06-10",2.1506
"2013-06-11",2.1521
"2013-06-12",2.142
"2013-06-13",2.1447
"2013-06-14",2.1367
"2013-06-17",2.1538
"2013-06-18",2.1706
"2013-06-19",2.1744
"2013-06-20",2.2523
"2013-06-21",2.2648
"2013-06-24",2.2515
"2013-06-25",2.2185
"2013-06-26",2.1975
"2013-06-27",2.1846
"2013-06-28",2.2156
"2013-07-01",2.2297
"2013-07-02",2.2412
"2013-07-03",2.2634
"2013-07-04",2.2595
"2013-07-05",2.2645
"2013-07-08",2.2583
"2013-07-09",2.2628
"2013-07-10",2.2697
"2013-07-11",2.2672
"2013-07-12",2.267
"2013-07-15",2.2548
"2013-07-16",2.2353
"2013-07-17",2.2372
"2013-07-18",2.2297
"2013-07-19",2.2364
"2013-07-22",2.2386
"2013-07-23",2.2267
"2013-07-24",2.2348
"2013-07-25",2.2497
"2013-07-26",2.2488
"2013-07-29",2.2609
"2013-07-30",2.2734
"2013-07-31",2.2903
"2013-08-01",2.2914
"2013-08-02",2.2933
"2013-08-05",2.301
"2013-08-06",2.2955
"2013-08-07",2.3028
"2013-08-08",2.2882
"2013-08-09",2.2748
"2013-08-12",2.2722
"2013-08-13",2.3035
"2013-08-14",2.3118
"2013-08-15",2.3434
"2013-08-16",2.3565
"2013-08-19",2.398
"2013-08-20",2.3943
"2013-08-21",2.4169
"2013-08-22",2.4457
"2013-08-23",2.3868
"2013-08-26",2.3705
"2013-08-27",2.3998
"2013-08-28",2.3515
"2013-08-29",2.3578
"2013-08-30",2.3725
"2013-09-02",2.3643
"2013-09-03",2.3897
"2013-09-04",2.3538
"2013-09-05",2.3314
"2013-09-06",2.2979
"2013-09-09",2.2868
"2013-09-10",2.2779
"2013-09-11",2.2947
"2013-09-12",2.2769
"2013-09-13",2.2785
"2013-09-16",2.2649
"2013-09-17",2.2617
"2013-09-18",2.2489
"2013-09-19",2.2036
"2013-09-20",2.2053
"2013-09-23",2.2033
"2013-09-24",2.2031
"2013-09-25",2.2224
"2013-09-26",2.2285
"2013-09-27",2.2571
"2013-09-30",2.23
"2013-10-01",2.2123
"2013-10-02",2.2088
"2013-10-03",2.2069
"2013-10-04",2.2051
"2013-10-07",2.2087
"2013-10-08",2.2016
"2013-10-09",2.2054
"2013-10-10",2.185
"2013-10-11",2.1821
"2013-10-14",2.1817
"2013-10-15",2.1818
"2013-10-16",2.1629
"2013-10-17",2.1611
"2013-10-18",2.1616
"2013-10-21",2.1738
"2013-10-22",2.176
"2013-10-23",2.1826
"2013-10-24",2.2003
"2013-10-25",2.1848
"2013-10-28",2.1846
"2013-10-29",2.1804
"2013-10-30",2.1888
"2013-10-31",2.2026
"2013-11-01",2.2468
"2013-11-04",2.2426
"2013-11-05",2.2747
"2013-11-06",2.2785
"2013-11-07",2.2825
"2013-11-08",2.317
"2013-11-11",2.3142
"2013-11-12",2.3362
"2013-11-13",2.3234
"2013-11-14",2.3289
"2013-11-18",2.2828
"2013-11-19",2.2662
"2013-11-20",2.2726
"2013-11-21",2.3067
"2013-11-22",2.2913
"2013-11-25",2.2871
"2013-11-26",2.304
"2013-11-27",2.3058
"2013-11-28",2.3208
"2013-11-29",2.3249
"2013-12-02",2.3449
"2013-12-03",2.3558
"2013-12-04",2.374
"2013-12-05",2.3747
"2013-12-06",2.3525
"2013-12-09",2.3225
"2013-12-10",2.3102
"2013-12-11",2.3262
"2013-12-12",2.3338
"2013-12-13",2.3354
"2013-12-16",2.3255
"2013-12-17",2.3221
"2013-12-18",2.3274
"2013-12-19",2.3528
"2013-12-20",2.3817
"2013-12-23",2.3706
"2013-12-24",2.3554
"2013-12-26",2.3507
"2013-12-27",2.3538
"2013-12-30",2.3426
"2013-12-31",2.3426
"2014-01-02",2.3975
"2014-01-03",2.3741
"2014-01-06",2.3789
"2014-01-07",2.3634
"2014-01-08",2.3779
"2014-01-09",2.396
"2014-01-10",2.3819
"2014-01-13",2.3491
"2014-01-14",2.3617
"2014-01-15",2.347
"2014-01-16",2.3683
"2014-01-17",2.3601
"2014-01-20",2.3335
"2014-01-21",2.3608
"2014-01-22",2.3601
"2014-01-23",2.3761
"2014-01-24",2.4129
"2014-01-27",2.4044
"2014-01-28",2.4165
"2014-01-29",2.4397
"2014-01-30",2.4224
"2014-01-31",2.4263
"2014-02-03",2.409
"2014-02-04",2.4177
"2014-02-05",2.4106
"2014-02-06",2.4041
"2014-02-07",2.3817
"2014-02-10",2.3936
"2014-02-11",2.4076
"2014-02-12",2.4086
"2014-02-13",2.4238
"2014-02-14",2.3924
"2014-02-17",2.387
"2014-02-18",2.3983
"2014-02-19",2.3986
"2014-02-20",2.3799
"2014-02-21",2.3625
"2014-02-24",2.3391
"2014-02-25",2.3367
"2014-02-26",2.3454
"2014-02-27",2.3436
"2014-02-28",2.3334
"2014-03-05",2.324
"2014-03-06",2.3094
"2014-03-07",2.3382
"2014-03-10",2.341
"2014-03-11",2.3461
"2014-03-12",2.3649
"2014-03-13",2.3486
"2014-03-14",2.3638
"2014-03-17",2.3518
"2014-03-18",2.3522
"2014-03-19",2.3338
"2014-03-20",2.342
"2014-03-21",2.3245
"2014-03-24",2.3248
"2014-03-25",2.3124
"2014-03-26",2.3119
"2014-03-27",2.283
"2014-03-28",2.2603
"2014-03-31",2.263
"2014-04-01",2.262
"2014-04-02",2.2711
"2014-04-03",2.2811
"2014-04-04",2.242
"2014-04-07",2.2326
"2014-04-08",2.1974
"2014-04-09",2.2111
"2014-04-10",2.1987
"2014-04-11",2.2059
"2014-04-14",2.2096
"2014-04-15",2.2257
"2014-04-16",2.2342
"2014-04-17",2.2482
"2014-04-22",2.2449
"2014-04-23",2.2426
"2014-04-24",2.2229
"2014-04-25",2.2325
"2014-04-28",2.237
"2014-04-29",2.2199
"2014-04-30",2.236
"2014-05-02",2.2221
"2014-05-05",2.2286
"2014-05-06",2.2322
"2014-05-07",2.2282
"2014-05-08",2.2107
"2014-05-09",2.2192
"2014-05-12",2.2164
"2014-05-13",2.2101
"2014-05-14",2.2129
"2014-05-15",2.2166
"2014-05-16",2.211
"2014-05-19",2.2111
"2014-05-20",2.2156
"2014-05-21",2.2111
"2014-05-22",2.2131
"2014-05-23",2.2187
"2014-05-26",2.2209
"2014-05-27",2.2354
"2014-05-28",2.2405
"2014-05-29",2.2251
"2014-05-30",2.239
"2014-06-02",2.264
"2014-06-03",2.2654
"2014-06-04",2.2802
"2014-06-05",2.2695
"2014-06-06",2.2445
"2014-06-09",2.2336
"2014-06-10",2.2296
"2014-06-11",2.2307
"2014-06-12",2.2306
"2014-06-13",2.2347
"2014-06-16",2.2313
"2014-06-17",2.2486
"2014-06-18",2.2534
"2014-06-20",2.238
"2014-06-23",2.2195
"2014-06-24",2.2217
"2014-06-25",2.2052
"2014-06-26",2.2089
"2014-06-27",2.1975
"2014-06-30",2.2025
"2014-07-01",2.2054
"2014-07-02",2.2134
"2014-07-03",2.2281
"2014-07-04",2.2149
"2014-07-07",2.2201
"2014-07-08",2.215
"2014-07-09",2.2139
"2014-07-10",2.2237
"2014-07-11",2.2228
"2014-07-14",2.2176
"2014-07-15",2.2195
"2014-07-16",2.2193
"2014-07-17",2.2403
"2014-07-18",2.2362
"2014-07-21",2.2238
"2014-07-22",2.2129
"2014-07-23",2.2202
"2014-07-24",2.2204
"2014-07-25",2.2293
"2014-07-28",2.2302
"2014-07-29",2.2278
"2014-07-30",2.2447
"2014-07-31",2.2674
"2014-08-01",2.2607
"2014-08-04",2.2577
"2014-08-05",2.2756
"2014-08-06",2.279
"2014-08-07",2.2802
"2014-08-08",2.2986
"2014-08-11",2.2779
"2014-08-12",2.277
"2014-08-13",2.2692
"2014-08-14",2.2703
"2014-08-15",2.269
"2014-08-18",2.2595
"2014-08-19",2.2587
"2014-08-20",2.255
"2014-08-21",2.2582
"2014-08-22",2.2778
"2014-08-25",2.2808
"2014-08-26",2.2748
"2014-08-27",2.2591
"2014-08-28",2.2499
"2014-08-29",2.2396
"2014-09-01",2.2364
"2014-09-02",2.2521
"2014-09-03",2.2319
"2014-09-04",2.2356
"2014-09-05",2.2416
"2014-09-08",2.2491
"2014-09-09",2.2813
"2014-09-10",2.2967
"2014-09-11",2.288
"2014-09-12",2.3251
"2014-09-15",2.3401
"2014-09-16",2.3351
"2014-09-17",2.3384
"2014-09-18",2.3668
"2014-09-19",2.3656
"2014-09-22",2.387
"2014-09-23",2.4026
"2014-09-24",2.407
"2014-09-25",2.4085
"2014-09-26",2.431
"2014-09-29",2.4522
"2014-09-30",2.451
"2014-10-01",2.4623
"2014-10-02",2.4785
"2014-10-03",2.4932
"2014-10-06",2.4098
"2014-10-07",2.4038
"2014-10-08",2.4072
"2014-10-09",2.3914
"2014-10-10",2.4103
"2014-10-13",2.3923
"2014-10-14",2.3991
"2014-10-15",2.4316
"2014-10-16",2.477
"2014-10-17",2.4477
"2014-10-20",2.4554
"2014-10-21",2.4797
"2014-10-22",2.4781
"2014-10-23",2.5004
"2014-10-24",2.4805
"2014-10-27",2.5341
"2014-10-28",2.4869
"2014-10-29",2.4346
"2014-10-30",2.4119
"2014-10-31",2.4442
"2014-11-03",2.4839
"2014-11-04",2.5195
"2014-11-05",2.5168
"2014-11-06",2.5325
"2014-11-07",2.5721
"2014-11-10",2.539
"2014-11-11",2.5644
"2014-11-12",2.555
"2014-11-13",2.5725
"2014-11-14",2.6136
"2014-11-17",2.6035
"2014-11-18",2.5967
"2014-11-19",2.5849
"2014-11-20",2.545
"2014-11-21",2.5391
"2014-11-24",2.5282
"2014-11-25",2.5237
"2014-11-26",2.5103
"2014-11-27",2.5065
"2014-11-28",2.5601
"2014-12-01",2.5624
"2014-12-02",2.5664
"2014-12-03",2.5607
"2014-12-04",2.5797
"2014-12-05",2.5888
"2014-12-08",2.5923
"2014-12-09",2.6016
"2014-12-10",2.5931
"2014-12-11",2.6271
"2014-12-12",2.6558
"2014-12-15",2.6717
"2014-12-16",2.7403
"2014-12-17",2.7246
"2014-12-18",2.6676
"2014-12-19",2.6486
"2014-12-22",2.6527
"2014-12-23",2.6775
"2014-12-24",2.6832
"2014-12-26",2.6812
"2014-12-29",2.6783
"2014-12-30",2.6562
"2014-12-31",2.6562
"2015-01-02",2.6929
"2015-01-05",2.7107
"2015-01-06",2.7023
"2015-01-07",2.6807
"2015-01-08",2.6919
"2015-01-09",2.6583
"2015-01-12",2.6575
"2015-01-13",2.6485
"2015-01-14",2.6222
"2015-01-15",2.6122
"2015-01-16",2.6193
"2015-01-19",2.6243
"2015-01-20",2.6247
"2015-01-21",2.5968
"2015-01-22",2.5754
"2015-01-23",2.5856
"2015-01-26",2.5966
"2015-01-27",2.5809
"2015-01-28",2.5797
"2015-01-29",2.596
"2015-01-30",2.6623
"2015-02-02",2.6894
"2015-02-03",2.7059
"2015-02-04",2.7148
"2015-02-05",2.7386
"2015-02-06",2.7641
"2015-02-09",2.7873
"2015-02-10",2.8075
"2015-02-11",2.8576
"2015-02-12",2.8625
"2015-02-13",2.8392
"2015-02-18",2.843
"2015-02-19",2.8545
"2015-02-20",2.8701
"2015-02-23",2.8811
"2015-02-24",2.8649
"2015-02-25",2.8646
"2015-02-26",2.8728
"2015-02-27",2.8782
"2015-03-02",2.8655
"2015-03-03",2.9051
"2015-03-04",2.9804
"2015-03-05",2.9931
"2015-03-06",3.0366
"2015-03-09",3.1018
"2015-03-10",3.1299
"2015-03-11",3.1162
"2015-03-12",3.1171
"2015-03-13",3.2264
"2015-03-16",3.2257
"2015-03-17",3.2683
"2015-03-18",3.2518
"2015-03-19",3.2642
"2015-03-20",3.2423
"2015-03-23",3.18
"2015-03-24",3.131
"2015-03-25",3.1476
"2015-03-26",3.1915
"2015-03-27",3.2259
"2015-03-30",3.2601
"2015-03-31",3.208
"2015-04-01",3.1556
"2015-04-02",3.1492
"2015-04-06",3.0926
"2015-04-07",3.1231
"2015-04-08",3.0834
"2015-04-09",3.0466
"2015-04-10",3.0796
"2015-04-13",3.1011
"2015-04-14",3.088
"2015-04-15",3.0681
"2015-04-16",3.0249
"2015-04-17",3.0544
"2015-04-20",3.0473
"2015-04-22",3.0186
"2015-04-23",3.0084
"2015-04-24",2.9745
"2015-04-27",2.9236
"2015-04-28",2.8943
"2015-04-29",2.9375
"2015-04-30",2.9936
"2015-05-04",3.0754
"2015-05-05",3.0626
"2015-05-06",3.042
"2015-05-07",3.0421
"2015-05-08",2.9966
"2015-05-11",3.0175
"2015-05-12",3.0389
"2015-05-13",3.0103
"2015-05-14",3.0032
"2015-05-15",2.9894
"2015-05-18",3.0145
"2015-05-19",3.0284
"2015-05-20",3.0347
"2015-05-21",3.0295
"2015-05-22",3.0653
"2015-05-25",3.1212
"2015-05-26",3.1351
"2015-05-27",3.174
"2015-05-28",3.1748
"2015-05-29",3.1788
"2015-06-01",3.1789
"2015-06-02",3.1443
"2015-06-03",3.1184
"2015-06-05",3.1684
"2015-06-08",3.119
"2015-06-09",3.0991
"2015-06-10",3.0843
"2015-06-11",3.1514
"2015-06-12",3.1107
"2015-06-15",3.1036
"2015-06-16",3.1082
"2015-06-17",3.0989
"2015-06-18",3.0472
"2015-06-19",3.0788
"2015-06-22",3.0757
"2015-06-23",3.1042
"2015-06-24",3.0852
"2015-06-25",3.1015
"2015-06-26",3.1271
"2015-06-29",3.139
"2015-06-30",3.1026
"2015-07-01",3.1191
"2015-07-02",3.1173
"2015-07-03",3.1271
"2015-07-06",3.1431
"2015-07-07",3.1809
"2015-07-08",3.2282
"2015-07-09",3.2163
"2015-07-10",3.1897
"2015-07-13",3.1594
"2015-07-14",3.123
"2015-07-15",3.1532
"2015-07-16",3.1375
"2015-07-17",3.1832
"2015-07-20",3.2149
"2015-07-21",3.1813
"2015-07-22",3.2094
"2015-07-23",3.285
"2015-07-24",3.3254
"2015-07-27",3.3557
"2015-07-28",3.3815
"2015-07-29",3.3419
"2015-07-30",3.3652
"2015-07-31",3.394
"2015-08-03",3.4425
"2015-08-04",3.4675
"2015-08-05",3.4851
"2015-08-06",3.5347
"2015-08-07",3.5181
"2015-08-10",3.4909
"2015-08-11",3.4925
"2015-08-12",3.4826
"2015-08-13",3.5074
"2015-08-14",3.4761
"2015-08-17",3.4746
"2015-08-18",3.4811
"2015-08-19",3.4849
"2015-08-20",3.4751
"2015-08-21",3.4896
"2015-08-24",3.5494
"2015-08-25",3.5345
"2015-08-26",3.6326
"2015-08-27",3.5555
"2015-08-28",3.579
"2015-08-31",3.6467
"2015-09-01",3.6725
"2015-09-02",3.7314
"2015-09-03",3.776
"2015-09-04",3.7986
"2015-09-08",3.8028
"2015-09-09",3.787
"2015-09-10",3.8698
"2015-09-11",3.8698
"2015-09-14",3.8653
"2015-09-15",3.8599
"2015-09-16",3.8368
"2015-09-17",3.8921
"2015-09-18",3.9021
"2015-09-21",3.9821
"2015-09-22",4.0425
"2015-09-23",4.1041
"2015-09-24",4.1949
"2015-09-25",3.9479
"2015-09-28",4.0099
"2015-09-29",4.1172
"2015-09-30",3.9729
"2015-10-01",3.9794
"2015-10-02",4.001
"2015-10-05",3.9141
"2015-10-06",3.8567
"2015-10-07",3.806
"2015-10-08",3.8517
"2015-10-09",3.7386
"2015-10-13",3.825
"2015-10-14",3.8507
"2015-10-15",3.8344
"2015-10-16",3.8438
"2015-10-19",3.9015
"2015-10-20",3.8656
"2015-10-21",3.9386
"2015-10-22",3.936
"2015-10-23",3.8988
"2015-10-26",3.8582
"2015-10-27",3.9114
